antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,rule_length,antecedents_str,consequents_str,branch
"frozenset({'perfect tmx tmt rebar 16 mm - perfect tmx tmt - general', 'perfect tmx tmt rebar 10 mm - perfect tmx tmt - general'})",frozenset({'perfect tmx tmt rebar 25 mm - perfect tmx tmt - general'}),0.275,0.31666666666666665,0.11666666666666667,0.4242424242424242,1.339712918660287,1.0,0.029583333333333336,1.186842105263158,0.34975369458128086,0.2456140350877193,0.15742793791574275,0.3963317384370016,3,"perfect tmx tmt rebar 10 mm - perfect tmx tmt - general, perfect tmx tmt rebar 16 mm - perfect tmx tmt - general",perfect tmx tmt rebar 25 mm - perfect tmx tmt - general,Pasakha Godown
"frozenset({'perfect tmx tmt rebar 25 mm - perfect tmx tmt - general', 'perfect tmx tmt rebar 10 mm - perfect tmx tmt - general'})",frozenset({'perfect tmx tmt rebar 16 mm - perfect tmx tmt - general'}),0.21666666666666667,0.31666666666666665,0.11666666666666667,0.5384615384615384,1.7004048582995952,1.0,0.04805555555555556,1.4805555555555554,0.5258358662613982,0.28,0.324577861163227,0.4534412955465587,3,"perfect tmx tmt rebar 10 mm - perfect tmx tmt - general, perfect tmx tmt rebar 25 mm - perfect tmx tmt - general",perfect tmx tmt rebar 16 mm - perfect tmx tmt - general,Pasakha Godown
frozenset({'perfect tmx tmt rebar 16 mm - perfect tmx tmt - general'}),"frozenset({'perfect tmx tmt rebar 25 mm - perfect tmx tmt - general', 'perfect tmx tmt rebar 10 mm - perfect tmx tmt - general'})",0.31666666666666665,0.21666666666666667,0.11666666666666667,0.368421052631579,1.7004048582995952,1.0,0.04805555555555556,1.2402777777777778,0.6027874564459931,0.28,0.19372900335946253,0.4534412955465587,3,perfect tmx tmt rebar 16 mm - perfect tmx tmt - general,"perfect tmx tmt rebar 10 mm - perfect tmx tmt - general, perfect tmx tmt rebar 25 mm - perfect tmx tmt - general",Pasakha Godown
frozenset({'perfect tmx tmt rebar 25 mm - perfect tmx tmt - general'}),"frozenset({'perfect tmx tmt rebar 16 mm - perfect tmx tmt - general', 'perfect tmx tmt rebar 10 mm - perfect tmx tmt - general'})",0.31666666666666665,0.275,0.11666666666666667,0.368421052631579,1.3397129186602872,1.0,0.029583333333333336,1.1479166666666667,0.37108013937282236,0.2456140350877193,0.12885662431941927,0.3963317384370016,3,perfect tmx tmt rebar 25 mm - perfect tmx tmt - general,"perfect tmx tmt rebar 10 mm - perfect tmx tmt - general, perfect tmx tmt rebar 16 mm - perfect tmx tmt - general",Pasakha Godown
"frozenset({'perfect tmx tmt rebar 25 mm - perfect tmx tmt - general', 'perfect tmx tmt rebar 16 mm - perfect tmx tmt - general'})",frozenset({'perfect tmx tmt rebar 12 mm - perfect tmx tmt - general'}),0.14166666666666666,0.36666666666666664,0.10833333333333334,0.7647058823529412,2.0855614973262036,1.0,0.0563888888888889,2.6916666666666673,0.6064227035100822,0.27083333333333337,0.6284829721362231,0.5300802139037434,3,"perfect tmx tmt rebar 16 mm - perfect tmx tmt - general, perfect tmx tmt rebar 25 mm - perfect tmx tmt - general",perfect tmx tmt rebar 12 mm - perfect tmx tmt - general,Pasakha Godown
"frozenset({'perfect tmx tmt rebar 16 mm - perfect tmx tmt - general', 'perfect tmx tmt rebar 12 mm - perfect tmx tmt - general'})",frozenset({'perfect tmx tmt rebar 25 mm - perfect tmx tmt - general'}),0.23333333333333334,0.31666666666666665,0.10833333333333334,0.4642857142857143,1.4661654135338347,1.0,0.034444444444444444,1.2755555555555556,0.4147157190635452,0.2452830188679245,0.21602787456445996,0.40319548872180455,3,"perfect tmx tmt rebar 12 mm - perfect tmx tmt - general, perfect tmx tmt rebar 16 mm - perfect tmx tmt - general",perfect tmx tmt rebar 25 mm - perfect tmx tmt - general,Pasakha Godown
"frozenset({'perfect tmx tmt rebar 25 mm - perfect tmx tmt - general', 'perfect tmx tmt rebar 12 mm - perfect tmx tmt - general'})",frozenset({'perfect tmx tmt rebar 16 mm - perfect tmx tmt - general'}),0.16666666666666666,0.31666666666666665,0.10833333333333334,0.65,2.0526315789473686,1.0,0.055555555555555566,1.9523809523809526,0.6153846153846154,0.2888888888888889,0.48780487804878053,0.4960526315789474,3,"perfect tmx tmt rebar 12 mm - perfect tmx tmt - general, perfect tmx tmt rebar 25 mm - perfect tmx tmt - general",perfect tmx tmt rebar 16 mm - perfect tmx tmt - general,Pasakha Godown
frozenset({'perfect tmx tmt rebar 16 mm - perfect tmx tmt - general'}),"frozenset({'perfect tmx tmt rebar 25 mm - perfect tmx tmt - general', 'perfect tmx tmt rebar 12 mm - perfect tmx tmt - general'})",0.31666666666666665,0.16666666666666666,0.10833333333333334,0.34210526315789475,2.0526315789473686,1.0,0.055555555555555566,1.2666666666666666,0.7504690431519702,0.2888888888888889,0.2105263157894737,0.4960526315789474,3,perfect tmx tmt rebar 16 mm - perfect tmx tmt - general,"perfect tmx tmt rebar 12 mm - perfect tmx tmt - general, perfect tmx tmt rebar 25 mm - perfect tmx tmt - general",Pasakha Godown
frozenset({'perfect tmx tmt rebar 25 mm - perfect tmx tmt - general'}),"frozenset({'perfect tmx tmt rebar 16 mm - perfect tmx tmt - general', 'perfect tmx tmt rebar 12 mm - perfect tmx tmt - general'})",0.31666666666666665,0.23333333333333334,0.10833333333333334,0.34210526315789475,1.4661654135338347,1.0,0.034444444444444444,1.165333333333333,0.4652908067542214,0.2452830188679245,0.14187643020594967,0.40319548872180455,3,perfect tmx tmt rebar 25 mm - perfect tmx tmt - general,"perfect tmx tmt rebar 12 mm - perfect tmx tmt - general, perfect tmx tmt rebar 16 mm - perfect tmx tmt - general",Pasakha Godown
"frozenset({'perfect tmx tmt rebar 25 mm - perfect tmx tmt - general', 'perfect tmx tmt rebar 16 mm - perfect tmx tmt - general'})",frozenset({'perfect tmx tmt rebar 08 mm - perfect tmx tmt - general'}),0.14166666666666666,0.4166666666666667,0.10833333333333334,0.7647058823529412,1.835294117647059,1.0,0.04930555555555556,2.479166666666667,0.5302464525765497,0.24074074074074076,0.596638655462185,0.5123529411764707,3,"perfect tmx tmt rebar 16 mm - perfect tmx tmt - general, perfect tmx tmt rebar 25 mm - perfect tmx tmt - general",perfect tmx tmt rebar 08 mm - perfect tmx tmt - general,Pasakha Godown
